Tous	HP:0000001
Épiphyse fracturée du premier métatarsien	HP:0041193
épiphyse osseuse du premier métatarsien	HP:0041193
Épiphyse fracturée du deuxième métatarsien	HP:0041194
épiphyse osseuse du deuxième métatarsien	HP:0041194
Épiphyse fracturée du troisième métatarsien	HP:0041195
épiphyse osseuse du troisième métatarsien	HP:0041195
Épiphyse distale fracturée du radius	HP:0041196
épiphyse distale osseuse du radius	HP:0041196
Épiphyse proximale fracturée du premier métacarpien	HP:0041197
épiphyse osseuse proximale du premier métacarpien	HP:0041197
Épiphyse proximale fracturée de la phalange moyenne du chiffre manuel 3	HP:0041198
épiphyse osseuse proximale de la phalange moyenne du chiffre manuel 3	HP:0041198
Articulation interphalangienne fracturée	HP:0041199
articulation interphalangienne osseuse	HP:0041199
Extrémité sternale fracturée de la clavicule	HP:0041200
extrémité sternale osseuse de la clavicule	HP:0041200
Épiphyse fracturée de la phalange moyenne de manus	HP:0041209
épiphyse osseuse de la phalange moyenne de manus	HP:0041209
Malléole latérale fracturée du péroné	HP:0041210
malléole latérale osseuse du péroné	HP:0041210
Phalange proximale fracturée du chiffre 2	HP:0041211
phalange proximale osseuse du chiffre 2	HP:0041211
Phalange proximale fracturée du chiffre 3	HP:0041212
phalange proximale osseuse du chiffre 3	HP:0041212
Phalange proximale fracturée du chiffre 4	HP:0041213
phalange proximale osseuse du chiffre 4	HP:0041213
Phalange proximale fracturée du chiffre 5	HP:0041214
phalange proximale osseuse du chiffre 5	HP:0041214
Os métatarsiens fusionnés fracturés 2-4	HP:0041215
os métatarsien soudé 2-4	HP:0041215
Épiphyse distale fracturée de la phalange distale du chiffre manuel 1	HP:0041216
épiphyse distale osseuse de la phalange distale du chiffre manuel 1	HP:0041216
Épaule fracturée	HP:0041217
articulation de l'épaule osseuse	HP:0041217
Phalange distale fracturée	HP:0041218
phalange distale osseuse	HP:0041218
Coude fracturé	HP:0041219
coude en os	HP:0041219
Os du visage fracturé	HP:0041220
os du visage	HP:0041220
Tête fracturée du fémur	HP:0041221
tête osseuse du fémur	HP:0041221
Péroné fracturé	HP:0041222
Fracture du péroné	HP:0041222
péroné osseux	HP:0041222
Péroné cassé	HP:0041222
Fracture du péroné	HP:0041222
Os métatarsien fracturé du chiffre 5	HP:0041223
os métatarsien du chiffre 5	HP:0041223
Os de doigt fracturé	HP:0041224
os de doigt manuel de l'os	HP:0041224
Os métacarpien fracturé du chiffre 1	HP:0041225
os métacarpien du chiffre 1	HP:0041225
Os tarsien distal fracturé	HP:0041226
os distal du tarse	HP:0041226
Os tarsien distal fracturé 2	HP:0041227
os distal du tarse 2	HP:0041227
Os tarsien distal fracturé 3	HP:0041228
os distal du tarse 3	HP:0041228
Os métatarsien fracturé du chiffre 4	HP:0041230
os métatarsien du chiffre 4	HP:0041230
Os métatarsien fracturé du chiffre 1	HP:0041231
os métatarsien du chiffre 1	HP:0041231
Squelette fracturé de l'acropode manuel	HP:0041232
squelette osseux de l'acropode manuel	HP:0041232
Ilium fracturé	HP:0041233
ilium osseux	HP:0041233
Os de la mâchoire fracturé	HP:0041234
os de la mâchoire	HP:0041234
Os de la patte arrière fracturé	HP:0041235
os de la patte arrière	HP:0041235
Phalange moyenne fracturée de manus	HP:0041236
phalange médiane osseuse de manus	HP:0041236
Rotule fracturée	HP:0041237
rotule osseuse	HP:0041237
Phalange manuelle fracturée du chiffre 1	HP:0041239
os manuel doigt 1 phalange	HP:0041239
Phalange fracturée de pes	HP:0041240
phalange osseuse de pes	HP:0041240
Phalange fracturée de manus	HP:0041241
phalange osseuse de manus	HP:0041241
Phalange proximale fracturée de manus	HP:0041243
phalange proximale osseuse de manus	HP:0041243
Omoplate fracturée	HP:0041244
omoplate osseuse	HP:0041244
Os de l'épaule fracturé	HP:0041245
os de l'épaule	HP:0041245
Fracture du sternum	HP:0041246
sternum osseux	HP:0041246
Os du tarse fracturé	HP:0041247
os du tarse	HP:0041247
Os carpien fracturé	HP:0041248
os carpien	HP:0041248
Fracture du poignet	HP:0041248
Poignet fracturé	HP:0041248
Poignet cassé	HP:0041248
Fracture de l'os carpien	HP:0041248
Nez fracturé	HP:0041249
nez en os	HP:0041249
Ossification anormale du trapèze	HP:0045001
Absence d'ossification du trapèze	HP:0045002
Ossification anormale du scaphoïde	HP:0045003
Ossification anormale de l'os trapézoïdal	HP:0045004
Défaut du tube neural	HP:0045005
Anomalie de la fermeture du tube neural	HP:0045005
Aplasie des vaisseaux lymphatiques	HP:0045006
Absence de vaisseaux lymphatiques	HP:0045006
Morphologie anormale de la substance noire	HP:0045007
Anomalie de la substance noire	HP:0045007
Forme anormale du rayon	HP:0045008
Morphologie anormale du radius	HP:0045009
Anomalie des nerfs périphériques	HP:0045010
Diminution de la concentration de bicarbonate dans l'urine	HP:0045011
Diminution de la concentration de HCO3 urinaire	HP:0045011
Diminution de la concentration de catécholamines urinaires	HP:0045012
obsolète Diminution de la concentration urinaire de glucose	HP:0045013
Hypolipidémie	HP:0045014
Acides gras à longue chaîne sériques élevés obsolètes	HP:0045016
Augmentation des acides gras sériques à longue chaîne	HP:0045016
Malformation congénitale du cœur gauche	HP:0045017
Duplication partielle des sourcils	HP:0045018
Double sourcil partiel	HP:0045018
Duplication partielle des sourcils	HP:0045018
Fissure palpébrale étroite	HP:0045025
Fissures palpébrales étroites	HP:0045025
Petite ouverture entre les paupières	HP:0045025
Diminution de la taille de la fissure palpébrale	HP:0045025
Ouverture de la paupière étroite	HP:0045025
Petites fissures palpébrales	HP:0045025
Anomalie du médiastin	HP:0045026
Anomalie de la cavité thoracique	HP:0045027
Microlissencéphalie	HP:0045028
Lissencéphalie type III	HP:0045028
Lissencéphalie de type 3	HP:0045028
Lissencéphalie de type III	HP:0045028
Fasciite éosinophile	HP:0045029
Acide aminoisobutyrique urinaire élevé	HP:0045034
Diminution de la concentration urinaire de cuivre	HP:0045035
Diminution de la concentration urinaire de cuivre	HP:0045035
Concentration anormale de cuivre dans les urines	HP:0045036
Concentration anormale de cuivre dans les urines	HP:0045036
Anomalie des muscles de la mâchoire	HP:0045037
Anomalie des muscles de la mâchoire	HP:0045037
Lymphome gastrique	HP:0045038
Lymphome gastrique primitif	HP:0045038
Ostéolyse des os des membres supérieurs	HP:0045039
Niveau anormal de lactate déshydrogénase	HP:0045040
Réduction du taux de lactate déshydrogénase B	HP:0045041
Diminution du complément sérique C4	HP:0045042
Diminution du taux de complément sérique C4	HP:0045042
Diminution du complément sérique C4a	HP:0045043
Déficit en C4a	HP:0045043
Déficit du composant 4A complémentaire	HP:0045043
Diminution du complément sérique C4b	HP:0045044
Déficit du composant 4B complémentaire	HP:0045044
Déficit en C4b	HP:0045044
Concentration élevée d'acylcarnitine circulante	HP:0045045
Niveaux élevés d'acylcarnitine plasmatique	HP:0045045
Réduction du niveau de sous-unité labile acide de protéine de liaison de facteur de croissance d'insuline	HP:0045046
Déficit en sous-unités acido-labiles	HP:0045046
Diminution des niveaux de sous-unité labile acide	HP:0045046
Hémoglobine HbS	HP:0045047
Hémoglobine HbS	HP:0045047
Augmentation de l'hémoglobine HbA2	HP:0045048
Augmentation de l'hémoglobine A2	HP:0045048
Augmentation de l'hémoglobine HbA2	HP:0045048
DLCO anormal	HP:0045049
Facteur de transfert anormal du poumon pour le monoxyde de carbone	HP:0045049
TLCO anormal	HP:0045049
Capacité de diffusion anormale	HP:0045049
Augmentation du DLCO	HP:0045050
Augmentation de la capacité de diffusion	HP:0045050
Diminution du DLCO	HP:0045051
Diminution de la capacité de diffusion	HP:0045051
Anomalie du plexus du nerf brachial	HP:0045052
Anomalie du plexus nerveux lombo-sacré	HP:0045053
Neuropathie du plexus brachial	HP:0045054
Bandes de queue de tigre	HP:0045055
Bandes de queue de tigre	HP:0045055
Bandes de queue de tigre	HP:0045055
Niveaux anormaux d'alpha-foetoprotéine	HP:0045056
Diminution des niveaux d'alpha-foetoprotéine	HP:0045057
Anomalie de la taille des testicules	HP:0045058
Papule hyperkératosique	HP:0045059
Aplasie / hypoplasie impliquant les os des extrémités	HP:0045060
Diminution du taux de carnitine dans le foie	HP:0045061
Augmentation de PIVKA-II	HP:0045063
Augmentation de la prothrombine induite par l'absence de vitamine K-II	HP:0045063
sérosite	HP:0045073
Sourcil fin	HP:0045074
Sourcil fin	HP:0045074
Sourcils fins	HP:0045074
Sourcil clairsemé	HP:0045075
Sourcils clairsemés	HP:0045075
Hypotrichose du sourcil	HP:0045075
Sourcil clairsemé	HP:0045075
Irrégularité métaphysaire fémorale distale	HP:0045079
Métaphyses fémorales distales irrégulières	HP:0045079
Diminution de la proportion de lymphocytes T CD3 positifs	HP:0045080
Diminution de la proportion de cellules T CD3 +	HP:0045080
Anomalie de l'indice de masse corporelle	HP:0045081
IMC anormal	HP:0045081
Indice de masse corporelle anormal	HP:0045081
Diminution de l'indice de masse corporelle	HP:0045082
Diminution de l'IMC	HP:0045082
obsolète Augmentation de l'indice de masse corporelle	HP:0045083
Myoclonie des membres	HP:0045084
Myoclonie des membres	HP:0045084
Atrophie du muscle masséter	HP:0045085
Muscle masséter atrophié	HP:0045085
Atrophie musculaire masséter	HP:0045085
Hypermobilité articulaire du genou	HP:0045086
Flexibilité excessive de l'articulation du genou	HP:0045086
Hypermobilité articulaire de la hanche	HP:0045087
Pertinence clinique	HP:0045088
Constatation distinctive	HP:0045089
Constatation mineure	HP:0045090
Anorgasmie	HP:0046502
Augmentation de la libido	HP:0046503
Diminution de la libido	HP:0046504
Douleur à la main	HP:0046505
Douleur dans la région de la tête et du cou	HP:0046506
Bradypnée	HP:0046507
Morphologie anormale de la colonne cervicale	HP:0046508
Début précoce de la maturation sexuelle	HP:0100000
Début précoce de la maturation sexuelle	HP:0100000
Mésothéliome malin	HP:0100001
Mésothéliome pleural	HP:0100002
Mésothéliome péritonéal	HP:0100003
Mésothéliome péricardique	HP:0100004
Mésothéliome testiculaire	HP:0100005
Néoplasme du système nerveux central	HP:0100006
Néoplasme du SNC	HP:0100006
Tumeurs du système nerveux central	HP:0100006
Néoplasie du système nerveux central	HP:0100006
Néoplasme du système nerveux périphérique	HP:0100007
Tumeur du système nerveux périphérique	HP:0100007
Schwannome	HP:0100008
Tumeur à cellules de Schwann	HP:0100008
Neurinome	HP:0100008
Neurolemmome	HP:0100008
Neurilemmome	HP:0100008
Schwannomes	HP:0100008
Tumeur à cellules de Schwann	HP:0100008
Méningiome intracrânien	HP:0100009
Méningiome rachidien	HP:0100010
Schwannome scléral	HP:0100011
Néoplasme de l'œil	HP:0100012
Néoplasie de l'œil	HP:0100012
Tumeur oculaire	HP:0100012
Néoplasme du sein	HP:0100013
Néoplasie du sein	HP:0100013
Tumeur au sein	HP:0100013
Tumeurs du sein	HP:0100013
Membrane épirétinienne	HP:0100014
Membranes épirétiniennes	HP:0100014
Pli maculaire	HP:0100014
Fibrose prémaculaire	HP:0100014
Oreille Stahl	HP:0100015
Troisièmes crus	HP:0100015
Crus supplémentaires	HP:0100015
Anomalie de la morphologie du mésentère	HP:0100016
Anomalie du mésentère	HP:0100016
Cataracte capsulaire	HP:0100017
Cataracte nucléaire	HP:0100018
Centre de la lentille nuageux jaunâtre	HP:0100018
Cataracte corticale	HP:0100019
Cataracte capsulaire postérieure	HP:0100020
Paralysie cérébrale	HP:0100021
Paralysie cérébrale	HP:0100021
CP	HP:0100021
Anomalie de mouvement	HP:0100022
Anomalie de mouvement	HP:0100022
Mouvement inhabituel	HP:0100022
Trouble du mouvement	HP:0100022
Battements de main récurrents	HP:0100023
Disposition visiblement heureuse	HP:0100024
Aspect joyeux visible	HP:0100024
Aspect heureux	HP:0100024
Trop amical	HP:0100025
Trop amical	HP:0100025
Malformation artérioveineuse	HP:0100026
Pancréatite récurrente	HP:0100027
Inflammation récurrente du pancréas	HP:0100027
Pancréatite récurrente	HP:0100027
Thyroïde ectopique	HP:0100028
Glande thyroïde hétéropique	HP:0100028
Thyroïde aberrante	HP:0100028
Glande thyroïde ectopique	HP:0100028
Glande thyroïde aberrante	HP:0100028
Localisation anormale de la thryoïde	HP:0100028
Thyroïde linguale	HP:0100029
Tissu thyroïdien extra-utérin accessoire	HP:0100030
Néoplasme de la glande thyroïde	HP:0100031
Néoplasie de la glande thyroïde	HP:0100031
Tics	HP:0100033
Tics	HP:0100033
Trouble tic	HP:0100033
Tics de moteur	HP:0100034
Tics phoniques	HP:0100035
Tics verbaux	HP:0100035
Tics vocaux	HP:0100035
Pseudo-fractures	HP:0100036
Zones plus lâches	HP:0100036
Anomalie des cheveux du cuir chevelu	HP:0100037
Anomalie des cheveux du cuir chevelu	HP:0100037
Cheveux du cuir chevelu à croissance lente	HP:0100038
Cheveux du cuir chevelu à croissance lente	HP:0100038
Cortex osseux épaissi	HP:0100039
2ème orteil large	HP:0100040
2ème orteil large	HP:0100040
3e orteil large	HP:0100041
3e orteil large	HP:0100041
3e orteil large	HP:0100041
4e orteil large	HP:0100042
4e orteil large	HP:0100042
4e orteil large	HP:0100042
5e orteil large	HP:0100043
Petit orteil large	HP:0100043
5e orteil large	HP:0100043
Bout petit doigt large	HP:0100043
Large orteil rose	HP:0100043
Épiphyses absentes du 2ème orteil	HP:0100044
Partie terminale absente du 2e os de l'orteil	HP:0100044
Épiphyses du support du 2ème orteil	HP:0100045
Partie d'extrémité en forme de support du 2e os de l'orteil	HP:0100045
Épiphyses en forme de cône du 2e orteil	HP:0100046
Partie d'extrémité en forme de cône du 2e os de l'orteil	HP:0100046
Épiphyses élargies du 2e orteil	HP:0100047
Extrémité élargie du 2e os de l'orteil	HP:0100047
Fragmentation des épiphyses du 2ème orteil	HP:0100048
Fragmentation de la partie terminale du 2ème orteil	HP:0100048
Épiphyses irrégulières du 2ème orteil	HP:0100049
Partie d'extrémité irrégulière du 2e os de l'orteil	HP:0100049
Épiphyses ivoire du 2e orteil	HP:0100050
Augmentation de la densité osseuse de la partie terminale du 2ème orteil	HP:0100050
Pseudoépiphyses du 2ème orteil	HP:0100051
Petites épiphyses du 2ème orteil	HP:0100052
Petite partie d'extrémité du 2ème os de l'orteil	HP:0100052
Pointillé des épiphyses du 2ème orteil	HP:0100053
Calcifications mouchetées dans la partie terminale du 2ème orteil	HP:0100053
Épiphyses triangulaires du 2ème orteil	HP:0100054
Partie d'extrémité triangulaire du 2e os de l'orteil	HP:0100054
Épiphyses absentes du 3e orteil	HP:0100055
Partie terminale absente du 3e orteil	HP:0100055
Épiphyses de parenthèse du 3e orteil	HP:0100056
Partie d'extrémité en forme de support du 3e os de l'orteil	HP:0100056
Épiphyses en forme de cône du 3e orteil	HP:0100057
Partie d'extrémité en forme de cône du 3e os de l'orteil	HP:0100057
Épiphyses élargies du 3e orteil	HP:0100058
Extrémité élargie du 3e os de l'orteil	HP:0100058
Fragmentation des épiphyses du 3e orteil	HP:0100059
Fragmentation de la partie terminale du 3e orteil	HP:0100059
Épiphyses irrégulières du 3e orteil	HP:0100060
Partie d'extrémité irrégulière du 3e os de l'orteil	HP:0100060
Épiphyses ivoire du 3e orteil	HP:0100061
Augmentation de la densité osseuse de la partie terminale du 3e orteil	HP:0100061
Pseudoépiphyses du 3e orteil	HP:0100062
Petites épiphyses du 3e orteil	HP:0100063
Petite partie d'extrémité du 3e os de l'orteil	HP:0100063
Pointillé des épiphyses du 3e orteil	HP:0100064
Calcifications mouchetées dans la partie terminale du 3e orteil	HP:0100064
Épiphyses triangulaires du 3e orteil	HP:0100065
Partie d'extrémité triangulaire du 3e os de l'orteil	HP:0100065
Épiphyses absentes du 4e orteil	HP:0100066
Partie terminale absente du 4 orteil	HP:0100066
Épiphyses du support du 4e orteil	HP:0100067
Partie d'extrémité en forme de support du 4ème os de l'orteil	HP:0100067
Épiphyses en forme de cône du 4e orteil	HP:0100068
Partie d'extrémité en forme de cône du 4e os de l'orteil	HP:0100068
Épiphyses élargies du 4e orteil	HP:0100069
Extrémité élargie du 4e os de l'orteil	HP:0100069
Fragmentation des épiphyses du 4ème orteil	HP:0100070
Fragmentation de la partie terminale du 4ème orteil	HP:0100070
Épiphyses irrégulières du 4e orteil	HP:0100071
Partie d'extrémité irrégulière du 4e orteil	HP:0100071
Épiphyses ivoire du 4e orteil	HP:0100072
Augmentation de la densité osseuse de la partie terminale du 4ème orteil	HP:0100072
Pseudoépiphyses du 4ème orteil	HP:0100073
Petites épiphyses du 4e orteil	HP:0100074
Petite partie d'extrémité du 4ème os de l'orteil	HP:0100074
Pointillé des épiphyses du 4ème orteil	HP:0100075
Calcifications mouchetées dans la partie terminale du 4 orteil	HP:0100075
Épiphyses triangulaires du 4e orteil	HP:0100076
Partie d'extrémité triangulaire du 4e os de l'orteil	HP:0100076
Épiphyses absentes du 5e orteil	HP:0100077
Partie terminale absente du petit os de l'orteil	HP:0100077
Partie terminale absente de l'os du petit doigt	HP:0100077
Partie terminale absente de l'os du petit doigt	HP:0100077
Épiphyses de parenthèse du 5ème orteil	HP:0100078
Partie d'extrémité en forme de support de l'os du petit doigt	HP:0100078
Partie d'extrémité en forme de support de l'os du petit doigt	HP:0100078
Partie d'extrémité en forme de support du petit os d'orteil	HP:0100078
Épiphyses en forme de cône du 5e orteil	HP:0100079
Partie d'extrémité en forme de cône de l'os du petit doigt	HP:0100079
Partie d'extrémité en forme de cône du petit os de l'orteil	HP:0100079
Partie d'extrémité en forme de cône de l'os du petit doigt	HP:0100079
Épiphyses élargies du 5e orteil	HP:0100080
Extrémité élargie de l'os du petit doigt	HP:0100080
Extrémité élargie de l'os du petit doigt	HP:0100080
Extrémité élargie du petit os de l'orteil	HP:0100080
Fragmentation des épiphyses du 5ème orteil	HP:0100081
Fragmentation de la partie terminale du petit os de l'orteil	HP:0100081
Fragmentation de la partie terminale de l'os du petit doigt	HP:0100081
Fragmentation de la partie terminale de l'os du petit doigt	HP:0100081
Épiphyses irrégulières du 5e orteil	HP:0100082
Partie d'extrémité irrégulière de l'os du petit doigt	HP:0100082
Partie d'extrémité irrégulière du petit os de l'orteil	HP:0100082
Partie d'extrémité irrégulière de l'os du petit doigt	HP:0100082
Épiphyses ivoire du 5ème orteil	HP:0100083
Augmentation de la densité osseuse de la partie terminale du petit os de l'orteil	HP:0100083
Augmentation de la densité osseuse de la partie terminale de l'os du petit doigt	HP:0100083
Augmentation de la densité osseuse de la partie terminale de l'os du petit doigt	HP:0100083
Pseudoépiphyses du 5ème orteil	HP:0100084
Petites épiphyses du 5ème orteil	HP:0100085
Petite extrémité de l'os du petit doigt	HP:0100085
Petite extrémité de l'os du petit doigt	HP:0100085
Petite partie d'extrémité du petit os de l'orteil	HP:0100085
Pointillé des épiphyses du 5ème orteil	HP:0100086
Calcifications mouchetées dans la partie terminale du petit os de l'orteil	HP:0100086
Calcifications mouchetées dans la partie terminale de l'os du petit doigt	HP:0100086
Calcifications mouchetées dans la partie terminale de l'os du petit doigt	HP:0100086
Épiphyses triangulaires du 5e orteil	HP:0100087
Partie d'extrémité triangulaire de l'os du petit doigt	HP:0100087
Partie d'extrémité triangulaire de l'os du petit doigt	HP:0100087
Partie d'extrémité triangulaire du petit os de l'orteil	HP:0100087
Anomalie de l'épiphyse de la phalange distale du 2ème orteil	HP:0100088
Anomalie de la partie terminale de l'os le plus externe du 2e orteil	HP:0100088
Anomalie de l'épiphyse de la phalange moyenne du 2ème orteil	HP:0100089
Anomalie de la partie terminale de l'os médian du 2e orteil	HP:0100089
Anomalie de l'épiphyse de la phalange proximale du 2ème orteil	HP:0100090
Anomalie de la partie terminale de l'os le plus interne du 2e orteil	HP:0100090
Anomalie de l'épiphyse de la phalange distale du 3e orteil	HP:0100091
Anomalie de la partie terminale de l'os le plus externe du 3e orteil	HP:0100091
Anomalie de l'épiphyse de la phalange moyenne du 3e orteil	HP:0100092
Anomalie de la partie terminale de l'os médian du 3e orteil	HP:0100092
Anomalie de l'épiphyse de la phalange proximale du 3e orteil	HP:0100093
Anomalie de la partie terminale de l'os le plus interne du 3e orteil	HP:0100093
Anomalie de l'épiphyse de la phalange distale du 4e orteil	HP:0100094
Anomalie de la partie terminale de l'os le plus externe du 4e orteil	HP:0100094
Anomalie de l'épiphyse de la phalange moyenne du 4e orteil	HP:0100095
Anomalie de la partie terminale de l'os médian du 4e orteil	HP:0100095
Anomalie de l'épiphyse de la phalange proximale du 4e orteil	HP:0100096
Anomalie de la partie terminale de l'os le plus interne du 4e orteil	HP:0100096
Anomalie de l'épiphyse de la phalange distale du 5ème orteil	HP:0100097
Anomalie de la partie terminale de l'os le plus externe du petit doigt	HP:0100097
Anomalie de la partie terminale de l'os le plus externe de l'orteil auriculaire	HP:0100097
Anomalie de la partie terminale de l'os le plus externe du petit orteil	HP:0100097
Anomalie de l'épiphyse de la phalange moyenne du 5ème orteil	HP:0100098
Anomalie de la partie terminale de l'os médian du petit orteil	HP:0100098
Anomalie de la partie terminale de l'os médian de l'orteil auriculaire	HP:0100098
Anomalie de la partie terminale de l'os médian de l'orteil auriculaire	HP:0100098
Anomalie de l'épiphyse de la phalange proximale du 5ème orteil	HP:0100099
Anomalie de la partie terminale de l'os le plus interne du petit orteil	HP:0100099
Anomalie de la partie terminale de l'os le plus interne du petit doigt	HP:0100099
Anomalie de la partie terminale de l'os le plus interne de l'orteil auriculaire	HP:0100099
Absence d'épiphyse de la phalange distale du 2ème orteil	HP:0100100
Partie terminale absente de l'os le plus externe du 2e orteil	HP:0100100
Épiphyse du support de la phalange distale du 2ème orteil	HP:0100101
Partie d'extrémité en forme de support de l'os le plus externe du 2e orteil	HP:0100101
Épiphyse en forme de cône de la phalange distale du 2e orteil	HP:0100102
Partie d'extrémité en forme de cône de l'os le plus externe du 2e orteil	HP:0100102
Épiphyse élargie de la phalange distale du 2e orteil	HP:0100103
Extrémité élargie de l'os le plus externe du 2e orteil	HP:0100103
Fragmentation de l'épiphyse de la phalange distale du 2ème orteil	HP:0100104
Fragmentation de la partie terminale de l'os le plus externe du 2e orteil	HP:0100104
Épiphyse irrégulière de la phalange distale du 2ème orteil	HP:0100105
Partie d'extrémité irrégulière de l'os le plus externe du 2e orteil	HP:0100105
Épiphyse ivoire de la phalange distale du 2e orteil	HP:0100106
Augmentation de la densité osseuse de la partie terminale de l'os le plus externe du 2e orteil	HP:0100106
Pseudoépiphyse de la phalange distale du 2ème orteil	HP:0100107
Petite épiphyse de la phalange distale du 2ème orteil	HP:0100108
Petite extrémité de l'os le plus externe du 2e orteil	HP:0100108
Pointillé de l'épiphyse de la phalange distale du 2ème orteil	HP:0100109
Calcifications mouchetées dans la partie terminale de l'os le plus externe du 2e orteil	HP:0100109
Épiphyse triangulaire de la phalange distale du 2e orteil	HP:0100110
Partie d'extrémité triangulaire de l'os le plus externe du 2e orteil	HP:0100110
Absence d'épiphyse de la phalange moyenne du 2ème orteil	HP:0100111
Partie terminale absente de l'os médian du 2e orteil	HP:0100111
Épiphyse du support de la phalange médiane du 2e orteil	HP:0100112
Partie d'extrémité en forme de support de l'os médian du 2e orteil	HP:0100112
Épiphyse en forme de cône de la phalange médiane du 2e orteil	HP:0100113
Partie terminale en forme de cône de l'os médian du 2e orteil	HP:0100113
Épiphyse élargie de la phalange moyenne du 2e orteil	HP:0100114
Extrémité élargie de l'os médian du 2e orteil	HP:0100114
Fragmentation de l'épiphyse de la phalange moyenne du 2ème orteil	HP:0100115
Fragmentation de la partie terminale de l'os médian du 2e orteil	HP:0100115
Épiphyse irrégulière de la phalange moyenne du 2ème orteil	HP:0100116
Partie d'extrémité irrégulière de l'os médian du 2e orteil	HP:0100116
Épiphyse ivoire de la phalange moyenne du 2e orteil	HP:0100117
Augmentation de la densité osseuse de la partie terminale de l'os médian du 2e orteil	HP:0100117
Pseudoépiphyse de la phalange moyenne du 2e orteil	HP:0100118
Petite épiphyse de la phalange moyenne du 2ème orteil	HP:0100119
Petite partie terminale de l'os médian du 2e orteil	HP:0100119
Pointillé de l'épiphyse de la phalange moyenne du 2ème orteil	HP:0100120
Calcifications mouchetées dans la partie terminale de l'os médian du 2e orteil	HP:0100120
Épiphyse triangulaire de la phalange médiane du 2e orteil	HP:0100121
Partie d'extrémité triangulaire de l'os médian du 2e orteil	HP:0100121
Absence d'épiphyse de la phalange proximale du 2ème orteil	HP:0100122
Partie terminale absente de l'os le plus interne du 2e orteil	HP:0100122
Épiphyse du support de la phalange proximale du 2ème orteil	HP:0100123
Partie d'extrémité en forme de support de l'os le plus interne du 2e orteil	HP:0100123
Épiphyse en forme de cône de la phalange proximale du 2e orteil	HP:0100124
Partie d'extrémité en forme de cône de l'os le plus interne du 2e orteil	HP:0100124
Épiphyse élargie de la phalange proximale du 2e orteil	HP:0100125
Extrémité élargie de l'os le plus interne du 2e orteil	HP:0100125
Fragmentation de l'épiphyse de la phalange proximale du 2ème orteil	HP:0100126
Fragmentation de la partie terminale de l'os le plus interne du 2e orteil	HP:0100126
Épiphyse irrégulière de la phalange proximale du 2ème orteil	HP:0100127
Partie d'extrémité irrégulière de l'os le plus interne du 2e orteil	HP:0100127
Épiphyse ivoire de la phalange proximale du 2ème orteil	HP:0100128
Augmentation de la densité osseuse de la partie terminale de l'os le plus interne du 2e orteil	HP:0100128
Pseudoépiphyse de la phalange proximale du 2ème orteil	HP:0100129
Petite épiphyse de la phalange proximale du 2ème orteil	HP:0100130
Petite partie de l'extrémité de l'os le plus interne du 2e orteil	HP:0100130
Pointillé de l'épiphyse de la phalange proximale du 2ème orteil	HP:0100131
Calcifications mouchetées dans la partie terminale de l'os le plus interne du 2e orteil	HP:0100131
Épiphyse triangulaire de la phalange proximale du 2e orteil	HP:0100132
Partie d'extrémité triangulaire de l'os le plus interne du 2e orteil	HP:0100132
Anomalie des poils pubiens	HP:0100133
Anomalie des poils pubiens	HP:0100133
Anomalie des cheveux axillaires	HP:0100134
Absence d'épiphyse de la phalange distale du 3e orteil	HP:0100135
Partie terminale absente de l'os le plus externe du 3e orteil	HP:0100135
Épiphyse du support de la phalange distale du 3e orteil	HP:0100136
Partie d'extrémité en forme de support de l'os le plus externe du 3e orteil	HP:0100136
Épiphyse en forme de cône de la phalange distale du 3e orteil	HP:0100137
Partie d'extrémité en forme de cône de l'os le plus externe du 3e orteil	HP:0100137
Épiphyse élargie de la phalange distale du 3e orteil	HP:0100138
Extrémité élargie de l'os le plus externe du 3e orteil	HP:0100138
Fragmentation de l'épiphyse de la phalange distale du 3e orteil	HP:0100139
Fragmentation de la partie terminale de l'os le plus externe du 3e orteil	HP:0100139
Épiphyse irrégulière de la phalange distale du 3e orteil	HP:0100140
Partie d'extrémité irrégulière de l'os le plus externe du 3e orteil	HP:0100140
Épiphyse ivoire de la phalange distale du 3e orteil	HP:0100141
Augmentation de la densité osseuse de la partie terminale de l'os le plus externe du 3e orteil	HP:0100141
Pseudoépiphyse de la phalange distale du 3e orteil	HP:0100142
Petite épiphyse de la phalange distale du 3e orteil	HP:0100143
Petite extrémité de l'os le plus externe du 3e orteil	HP:0100143
Pointillé de l'épiphyse de la phalange distale du 3e orteil	HP:0100144
Calcifications mouchetées dans la partie terminale de l'os le plus externe du 3e orteil	HP:0100144
Épiphyse triangulaire de la phalange distale du 3e orteil	HP:0100145
Partie d'extrémité triangulaire de l'os le plus externe du 3e orteil	HP:0100145
Absence d'épiphyse de la phalange médiane du 3e orteil	HP:0100146
Partie terminale absente de l'os médian du 3e orteil	HP:0100146
Épiphyse du support de la phalange médiane du 3e orteil	HP:0100147
Partie d'extrémité en forme de support de l'os médian du 3e orteil	HP:0100147
Épiphyse en forme de cône de la phalange médiane du 3e orteil	HP:0100148
Partie terminale en forme de cône de l'os médian du 3e orteil	HP:0100148
Épiphyse élargie de la phalange moyenne du 3e orteil	HP:0100149
Extrémité élargie de l'os médian du 3e orteil	HP:0100149
Fragmentation de l'épiphyse de la phalange moyenne du 3e orteil	HP:0100150
